Serial,Unnamed: 1,Unnamed: 2,Name,Ripeness,Side Case,Symptom1,Symptom2,Symptom3,Recommendation 1,Recommendation 2,Photos,image_name,label,tomato_id,image_path,source_folder,split
288,,,T0072_T,ripe,defected,Black area at the edges,,,Anthracnose,,,T0072_T,defected,T0072,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0072_T.JPG,Unsegmented,train
289,,73.0,T0073_E,ripe,clear,,,,Anthracnose,,,T0073_E,clear,T0073,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0073_E.png,Manualy Segmented,train
289,,73.0,T0073_E,ripe,clear,,,,Anthracnose,,,T0073_E,clear,T0073,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0073_E.JPG,Unsegmented,train
290,,,T0073_S1,ripe,defected,Black area near the end,,,Anthracnose,,,T0073_S1,defected,T0073,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0073_S1.png,Manualy Segmented,train
290,,,T0073_S1,ripe,defected,Black area near the end,,,Anthracnose,,,T0073_S1,defected,T0073,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0073_S1.JPG,Unsegmented,train
291,,,T0073_S2,ripe,clear,,,,Anthracnose,,,T0073_S2,clear,T0073,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0073_S2.png,Manualy Segmented,train
291,,,T0073_S2,ripe,clear,,,,Anthracnose,,,T0073_S2,clear,T0073,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0073_S2.JPG,Unsegmented,train
292,,,T0073_T,ripe,defected,Black area near the center,,,Anthracnose,,,T0073_T,defected,T0073,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0073_T.png,Manualy Segmented,train
292,,,T0073_T,ripe,defected,Black area near the center,,,Anthracnose,,,T0073_T,defected,T0073,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0073_T.JPG,Unsegmented,train
293,,74.0,T0074_E,ripe,clear,,,,stem end rot,,,T0074_E,clear,T0074,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0074_E.png,Manualy Segmented,train
293,,74.0,T0074_E,ripe,clear,,,,stem end rot,,,T0074_E,clear,T0074,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0074_E.JPG,Unsegmented,train
294,,,T0074_S1,ripe,defected,Black round area near end,,,stem end rot,,,T0074_S1,defected,T0074,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0074_S1.png,Manualy Segmented,train
294,,,T0074_S1,ripe,defected,Black round area near end,,,stem end rot,,,T0074_S1,defected,T0074,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0074_S1.JPG,Unsegmented,train
295,,,T0074_S2,ripe,clear,,,,stem end rot,,,T0074_S2,clear,T0074,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0074_S2.png,Manualy Segmented,train
295,,,T0074_S2,ripe,clear,,,,stem end rot,,,T0074_S2,clear,T0074,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0074_S2.JPG,Unsegmented,train
296,,,T0074_T,ripe,defected,Black round area at the center,,,stem end rot,,,T0074_T,defected,T0074,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0074_T.png,Manualy Segmented,train
296,,,T0074_T,ripe,defected,Black round area at the center,,,stem end rot,,,T0074_T,defected,T0074,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0074_T.JPG,Unsegmented,train
297,,75.0,T0075_E,ripe,defected,Black round area at the center,,,blossom end rot,,,T0075_E,defected,T0075,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0075_E.png,Manualy Segmented,train
297,,75.0,T0075_E,ripe,defected,Black round area at the center,,,blossom end rot,,,T0075_E,defected,T0075,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0075_E.JPG,Unsegmented,train
298,,,T0075_S1,ripe,clear,,,,blossom end rot,,,T0075_S1,clear,T0075,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0075_S1.png,Manualy Segmented,train
298,,,T0075_S1,ripe,clear,,,,blossom end rot,,,T0075_S1,clear,T0075,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0075_S1.JPG,Unsegmented,train
299,,,T0075_S2,ripe,clear,,,,blossom end rot,,,T0075_S2,clear,T0075,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0075_S2.png,Manualy Segmented,train
299,,,T0075_S2,ripe,clear,,,,blossom end rot,,,T0075_S2,clear,T0075,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0075_S2.JPG,Unsegmented,train
300,,,T0075_T,ripe,clear,,,,blossom end rot,,,T0075_T,clear,T0075,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0075_T.png,Manualy Segmented,train
300,,,T0075_T,ripe,clear,,,,blossom end rot,,,T0075_T,clear,T0075,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0075_T.JPG,Unsegmented,train
309,,78.0,T0078_E,ripe,clear,,,,Anthracnose,,,T0078_E,clear,T0078,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0078_E.png,Manualy Segmented,train
309,,78.0,T0078_E,ripe,clear,,,,Anthracnose,,,T0078_E,clear,T0078,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0078_E.JPG,Unsegmented,train
310,,,T0078_S1,ripe,defected,black area near end,,,Anthracnose,,,T0078_S1,defected,T0078,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0078_S1.png,Manualy Segmented,train
310,,,T0078_S1,ripe,defected,black area near end,,,Anthracnose,,,T0078_S1,defected,T0078,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0078_S1.JPG,Unsegmented,train
311,,,T0078_S2,ripe,defected,black area near end,,,Anthracnose,,,T0078_S2,defected,T0078,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0078_S2.png,Manualy Segmented,train
311,,,T0078_S2,ripe,defected,black area near end,,,Anthracnose,,,T0078_S2,defected,T0078,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0078_S2.JPG,Unsegmented,train
312,,,T0078_T,ripe,defected,Multi black areas near the center,,,Anthracnose,,,T0078_T,defected,T0078,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0078_T.png,Manualy Segmented,train
312,,,T0078_T,ripe,defected,Multi black areas near the center,,,Anthracnose,,,T0078_T,defected,T0078,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0078_T.JPG,Unsegmented,train
317,,80.0,T0080_E,ripe,clear,,,,stem end rot,,,T0080_E,clear,T0080,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0080_E.png,Manualy Segmented,train
317,,80.0,T0080_E,ripe,clear,,,,stem end rot,,,T0080_E,clear,T0080,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0080_E.JPG,Unsegmented,train
318,,,T0080_S1,ripe,defected,black area near end,,,stem end rot,,,T0080_S1,defected,T0080,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0080_S1.png,Manualy Segmented,train
318,,,T0080_S1,ripe,defected,black area near end,,,stem end rot,,,T0080_S1,defected,T0080,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0080_S1.JPG,Unsegmented,train
319,,,T0080_S2,ripe,clear,,,,stem end rot,,,T0080_S2,clear,T0080,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0080_S2.png,Manualy Segmented,train
319,,,T0080_S2,ripe,clear,,,,stem end rot,,,T0080_S2,clear,T0080,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0080_S2.JPG,Unsegmented,train
320,,,T0080_T,ripe,defected,black round area at the center,,,stem end rot,,,T0080_T,defected,T0080,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0080_T.png,Manualy Segmented,train
320,,,T0080_T,ripe,defected,black round area at the center,,,stem end rot,,,T0080_T,defected,T0080,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0080_T.JPG,Unsegmented,train
321,,81.0,T0081_E,ripe,clear,,,,Anthracnose,,,T0081_E,clear,T0081,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0081_E.png,Manualy Segmented,train
321,,81.0,T0081_E,ripe,clear,,,,Anthracnose,,,T0081_E,clear,T0081,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0081_E.JPG,Unsegmented,train
322,,,T0081_S1,ripe,defected,black areas at the center,,,Anthracnose,,,T0081_S1,defected,T0081,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0081_S1.png,Manualy Segmented,train
322,,,T0081_S1,ripe,defected,black areas at the center,,,Anthracnose,,,T0081_S1,defected,T0081,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0081_S1.JPG,Unsegmented,train
323,,,T0081_S2,ripe,clear,,,,Anthracnose,,,T0081_S2,clear,T0081,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0081_S2.png,Manualy Segmented,train
323,,,T0081_S2,ripe,clear,,,,Anthracnose,,,T0081_S2,clear,T0081,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0081_S2.JPG,Unsegmented,train
324,,,T0081_T,ripe,defected,black area at the edges,,,Anthracnose,,,T0081_T,defected,T0081,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0081_T.png,Manualy Segmented,train
324,,,T0081_T,ripe,defected,black area at the edges,,,Anthracnose,,,T0081_T,defected,T0081,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0081_T.JPG,Unsegmented,train
329,,83.0,T0083_E,ripe,clear,,,,Anthracnose,,,T0083_E,clear,T0083,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0083_E.png,Manualy Segmented,train
329,,83.0,T0083_E,ripe,clear,,,,Anthracnose,,,T0083_E,clear,T0083,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0083_E.JPG,Unsegmented,train
330,,,T0083_S1,ripe,defected,soft blotches,,,Anthracnose,,,T0083_S1,defected,T0083,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0083_S1.png,Manualy Segmented,train
330,,,T0083_S1,ripe,defected,soft blotches,,,Anthracnose,,,T0083_S1,defected,T0083,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0083_S1.JPG,Unsegmented,train
331,,,T0083_S2,ripe,defected,black are near end,,,Anthracnose,,,T0083_S2,defected,T0083,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0083_S2.png,Manualy Segmented,train
331,,,T0083_S2,ripe,defected,black are near end,,,Anthracnose,,,T0083_S2,defected,T0083,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0083_S2.JPG,Unsegmented,train
332,,,T0083_T,ripe,defected,Multi black areas near the center,,,Anthracnose,,,T0083_T,defected,T0083,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0083_T.png,Manualy Segmented,train
332,,,T0083_T,ripe,defected,Multi black areas near the center,,,Anthracnose,,,T0083_T,defected,T0083,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0083_T.JPG,Unsegmented,train
333,,84.0,T0084_E,ripe,clear,,,,stem end rot,,,T0084_E,clear,T0084,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0084_E.png,Manualy Segmented,train
333,,84.0,T0084_E,ripe,clear,,,,stem end rot,,,T0084_E,clear,T0084,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0084_E.JPG,Unsegmented,train
334,,,T0084_S1,ripe,clear,,,,stem end rot,,,T0084_S1,clear,T0084,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0084_S1.png,Manualy Segmented,train
334,,,T0084_S1,ripe,clear,,,,stem end rot,,,T0084_S1,clear,T0084,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0084_S1.JPG,Unsegmented,train
335,,,T0084_S2,ripe,defected,black area near end,black spots,,stem end rot,,,T0084_S2,defected,T0084,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0084_S2.png,Manualy Segmented,train
335,,,T0084_S2,ripe,defected,black area near end,black spots,,stem end rot,,,T0084_S2,defected,T0084,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0084_S2.JPG,Unsegmented,train
336,,,T0084_T,ripe,defected,Black round area at the center,,,stem end rot,,,T0084_T,defected,T0084,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0084_T.png,Manualy Segmented,train
336,,,T0084_T,ripe,defected,Black round area at the center,,,stem end rot,,,T0084_T,defected,T0084,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0084_T.JPG,Unsegmented,train
341,,86.0,T0086_E,ripe,clear,,,,stem end rot,,,T0086_E,clear,T0086,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0086_E.png,Manualy Segmented,train
341,,86.0,T0086_E,ripe,clear,,,,stem end rot,,,T0086_E,clear,T0086,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0086_E.JPG,Unsegmented,train
342,,,T0086_S1,ripe,defected,black area at the end,,,stem end rot,,,T0086_S1,defected,T0086,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0086_S1.png,Manualy Segmented,train
342,,,T0086_S1,ripe,defected,black area at the end,,,stem end rot,,,T0086_S1,defected,T0086,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0086_S1.JPG,Unsegmented,train
343,,,T0086_S2,ripe,defected,black area at the end,black spots,,stem end rot,,,T0086_S2,defected,T0086,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0086_S2.png,Manualy Segmented,train
343,,,T0086_S2,ripe,defected,black area at the end,black spots,,stem end rot,,,T0086_S2,defected,T0086,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0086_S2.JPG,Unsegmented,train
344,,,T0086_T,ripe,defected,Black round area at the center,,,stem end rot,,,T0086_T,defected,T0086,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0086_T.png,Manualy Segmented,train
344,,,T0086_T,ripe,defected,Black round area at the center,,,stem end rot,,,T0086_T,defected,T0086,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0086_T.JPG,Unsegmented,train
349,,88.0,T0088_E,ripe,defected,ununiform shape,,,stem end rot,Anthracnose,,T0088_E,defected,T0088,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0088_E.png,Manualy Segmented,train
349,,88.0,T0088_E,ripe,defected,ununiform shape,,,stem end rot,Anthracnose,,T0088_E,defected,T0088,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0088_E.JPG,Unsegmented,train
350,,,T0088_S1,ripe,defected,ununiform shape,,,stem end rot,,,T0088_S1,defected,T0088,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0088_S1.png,Manualy Segmented,train
350,,,T0088_S1,ripe,defected,ununiform shape,,,stem end rot,,,T0088_S1,defected,T0088,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0088_S1.JPG,Unsegmented,train
351,,,T0088_S2,ripe,defected,ununiform shape,,,stem end rot,,,T0088_S2,defected,T0088,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0088_S2.png,Manualy Segmented,train
351,,,T0088_S2,ripe,defected,ununiform shape,,,stem end rot,,,T0088_S2,defected,T0088,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0088_S2.JPG,Unsegmented,train
352,,,T0088_T,ripe,defected,black round area at the center,,,stem end rot,,,T0088_T,defected,T0088,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0088_T.png,Manualy Segmented,train
352,,,T0088_T,ripe,defected,black round area at the center,,,stem end rot,,,T0088_T,defected,T0088,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0088_T.JPG,Unsegmented,train
353,,89.0,T0089_E,ripe,defected,black are at the edges,,,Anthracnose,Yellow Shoulders,,T0089_E,defected,T0089,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0089_E.png,Manualy Segmented,train
353,,89.0,T0089_E,ripe,defected,black are at the edges,,,Anthracnose,Yellow Shoulders,,T0089_E,defected,T0089,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0089_E.JPG,Unsegmented,train
354,,,T0089_S1,ripe,defected,Black area at the center,,,Anthracnose,,,T0089_S1,defected,T0089,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0089_S1.png,Manualy Segmented,train
354,,,T0089_S1,ripe,defected,Black area at the center,,,Anthracnose,,,T0089_S1,defected,T0089,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0089_S1.JPG,Unsegmented,train
355,,,T0089_S2,ripe,clear,,,,Anthracnose,,,T0089_S2,clear,T0089,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0089_S2.png,Manualy Segmented,train
355,,,T0089_S2,ripe,clear,,,,Anthracnose,,,T0089_S2,clear,T0089,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0089_S2.JPG,Unsegmented,train
356,,,T0089_T,ripe,defected,black are near the edges,Yellow Shoulders,,Anthracnose,,,T0089_T,defected,T0089,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0089_T.png,Manualy Segmented,train
356,,,T0089_T,ripe,defected,black are near the edges,Yellow Shoulders,,Anthracnose,,,T0089_T,defected,T0089,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0089_T.JPG,Unsegmented,train
357,,90.0,T0090_E,ripe,clear,,,,stem end rot,,,T0090_E,clear,T0090,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0090_E.png,Manualy Segmented,train
357,,90.0,T0090_E,ripe,clear,,,,stem end rot,,,T0090_E,clear,T0090,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0090_E.JPG,Unsegmented,train
358,,,T0090_S1,ripe,defected,black area at end,,,,,,T0090_S1,defected,T0090,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0090_S1.png,Manualy Segmented,train
358,,,T0090_S1,ripe,defected,black area at end,,,,,,T0090_S1,defected,T0090,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0090_S1.JPG,Unsegmented,train
359,,,T0090_S2,ripe,clear,,,,,,,T0090_S2,clear,T0090,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0090_S2.png,Manualy Segmented,train
359,,,T0090_S2,ripe,clear,,,,,,,T0090_S2,clear,T0090,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0090_S2.JPG,Unsegmented,train
360,,,T0090_T,ripe,defected,black round area at the center,,,,,,T0090_T,defected,T0090,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0090_T.png,Manualy Segmented,train
360,,,T0090_T,ripe,defected,black round area at the center,,,,,,T0090_T,defected,T0090,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0090_T.JPG,Unsegmented,train
361,,91.0,T0091_E,ripe,defected,black round area at the center,,,blossom end rot,,,T0091_E,defected,T0091,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0091_E.png,Manualy Segmented,train
361,,91.0,T0091_E,ripe,defected,black round area at the center,,,blossom end rot,,,T0091_E,defected,T0091,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0091_E.JPG,Unsegmented,train
362,,,T0091_S1,ripe,clear,,,,stem end rot,,,T0091_S1,clear,T0091,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0091_S1.png,Manualy Segmented,train
362,,,T0091_S1,ripe,clear,,,,stem end rot,,,T0091_S1,clear,T0091,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0091_S1.JPG,Unsegmented,train
363,,,T0091_S2,ripe,clear,,,,stem end rot,,,T0091_S2,clear,T0091,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0091_S2.png,Manualy Segmented,train
363,,,T0091_S2,ripe,clear,,,,stem end rot,,,T0091_S2,clear,T0091,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0091_S2.JPG,Unsegmented,train
364,,,T0091_T,ripe,clear,,,,stem end rot,,,T0091_T,clear,T0091,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0091_T.png,Manualy Segmented,train
364,,,T0091_T,ripe,clear,,,,stem end rot,,,T0091_T,clear,T0091,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0091_T.JPG,Unsegmented,train
365,,92.0,T0092_E,ripe,clear,,,,stem end rot,,,T0092_E,clear,T0092,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0092_E.png,Manualy Segmented,train
365,,92.0,T0092_E,ripe,clear,,,,stem end rot,,,T0092_E,clear,T0092,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0092_E.JPG,Unsegmented,train
366,,,T0092_S1,ripe,defected,black area at the end,,,blossom end rot,,,T0092_S1,defected,T0092,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0092_S1.png,Manualy Segmented,train
366,,,T0092_S1,ripe,defected,black area at the end,,,blossom end rot,,,T0092_S1,defected,T0092,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0092_S1.JPG,Unsegmented,train
367,,,T0092_S2,ripe,clear,,,,blossom end rot,,,T0092_S2,clear,T0092,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0092_S2.png,Manualy Segmented,train
367,,,T0092_S2,ripe,clear,,,,blossom end rot,,,T0092_S2,clear,T0092,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0092_S2.JPG,Unsegmented,train
368,,,T0092_T,ripe,defected,black round area at the center,,,blossom end rot,,,T0092_T,defected,T0092,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0092_T.png,Manualy Segmented,train
368,,,T0092_T,ripe,defected,black round area at the center,,,blossom end rot,,,T0092_T,defected,T0092,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0092_T.JPG,Unsegmented,train
369,,93.0,T0093_E,ripe,defected,ununiform shape,,,stem end rot,Anthracnose,,T0093_E,defected,T0093,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0093_E.png,Manualy Segmented,train
369,,93.0,T0093_E,ripe,defected,ununiform shape,,,stem end rot,Anthracnose,,T0093_E,defected,T0093,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0093_E.JPG,Unsegmented,train
370,,,T0093_S1,ripe,defected,black area at the center,,,stem end rot,,,T0093_S1,defected,T0093,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0093_S1.png,Manualy Segmented,train
370,,,T0093_S1,ripe,defected,black area at the center,,,stem end rot,,,T0093_S1,defected,T0093,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0093_S1.JPG,Unsegmented,train
371,,,T0093_S2,ripe,clear,,,,stem end rot,,,T0093_S2,clear,T0093,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0093_S2.png,Manualy Segmented,train
371,,,T0093_S2,ripe,clear,,,,stem end rot,,,T0093_S2,clear,T0093,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0093_S2.JPG,Unsegmented,train
372,,,T0093_T,ripe,defected,black area at the center,,,stem end rot,,,T0093_T,defected,T0093,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0093_T.png,Manualy Segmented,train
372,,,T0093_T,ripe,defected,black area at the center,,,stem end rot,,,T0093_T,defected,T0093,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0093_T.JPG,Unsegmented,train
373,,94.0,T0094_E,ripe,clear,,,,Anthracnose,,,T0094_E,clear,T0094,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0094_E.png,Manualy Segmented,train
373,,94.0,T0094_E,ripe,clear,,,,Anthracnose,,,T0094_E,clear,T0094,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0094_E.JPG,Unsegmented,train
374,,,T0094_S1,ripe,defected,black area near center,,,Anthracnose,,,T0094_S1,defected,T0094,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0094_S1.png,Manualy Segmented,train
